Date;Speed;Density;Bt;Bz
20200101141841;;;3.28;2.18
20200101141842;333.1;7.01;3.28;2.22
20200101141843;;;3.26;2.19
20200101141844;;;3.33;2.23
20200101141845;;;3.32;2.16
20200101141846;334.0;6.51;3.32;2.19
20200101141847;;;3.35;2.22
20200101141848;;;3.32;2.21
20200101141849;;;3.35;2.22
20200101141850;332.9;7.07;3.28;2.21
20200101141851;;;3.28;2.2
20200101141852;;;3.31;2.25
20200101141853;;;3.31;2.26
20200101141854;;;3.33;2.23
20200101141855;334.1;7.22;3.32;2.21
20200101141856;;;3.32;2.16
20200101141857;;;3.31;2.18
20200101141858;;;3.34;2.21
20200101141859;334.4;6.54;3.37;2.17
20200101141900;;;3.34;2.06
20200101141901;;;3.39;2.04
20200101141902;;;3.33;2.06
20200101141903;;;3.32;1.99
20200101141904;335.6;6.87;3.22;1.9
20200101141905;;;3.23;1.99
20200101141906;;;3.27;2.08
20200101141907;;;3.27;2.16
20200101141908;333.1;6.8;3.3;2.19
20200101141909;;;3.23;2.18
20200101141910;;;3.25;2.19
20200101141911;;;3.26;2.21
20200101141912;335.0;6.88;3.25;2.24
20200101141913;;;3.24;2.33
20200101141914;;;3.19;2.37
20200101141915;;;3.29;2.51
20200101141916;;;3.3;2.49
20200101141917;334.4;6.76;3.35;2.44
20200101141918;;;3.31;2.35
20200101141919;;;3.28;2.2
20200101141920;;;3.23;2.13
20200101141921;333.2;7.04;3.23;2.26
20200101141922;;;3.29;2.31
20200101141923;;;3.33;2.36
20200101141924;;;3.27;2.37
20200101141925;;;3.21;2.36
20200101141926;333.1;6.79;3.31;2.32
20200101141927;;;3.26;2.3
20200101141928;;;3.22;2.4
20200101141929;;;3.3;2.52
20200101141930;334.0;6.73;3.34;2.42
20200101141931;;;3.3;2.37
20200101141932;;;3.3;2.32
20200101141933;;;3.26;2.22
20200101141934;333.4;6.93;3.25;2.14
20200101141935;;;3.25;2.01
20200101141936;;;3.23;1.88
20200101141937;;;3.2;1.82
20200101141938;;;3.31;2.04
20200101141939;333.2;6.87;3.34;2.22
20200101141940;;;3.34;2.19
20200101141941;;;3.32;2.18
20200101141942;;;3.3;2.16
20200101141943;334.1;6.78;3.23;2.17
20200101141944;;;3.33;2.16
20200101141945;;;3.31;2.09
20200101141946;;;3.26;2.15
20200101141947;;;3.24;2.19
20200101141948;334.2;6.75;3.26;2.2
20200101141949;;;3.22;2.09
20200101141950;;;3.23;1.97
20200101141951;;;3.19;1.85
20200101141952;334.0;6.72;3.18;1.8
20200101141953;;;3.16;1.76
20200101141954;;;3.12;1.77
20200101141955;;;3.08;1.79
20200101141956;335.2;6.7;3.12;1.79
20200101141957;;;3.13;1.78
20200101141958;;;3.24;1.73
20200101141959;;;3.24;1.6
20200101142000;;;3.25;1.5
20200101142001;333.3;6.67;3.29;1.56
20200101142002;;;3.26;1.56
20200101142003;;;3.31;1.63
20200101142004;;;3.36;1.62
20200101142005;335.4;6.43;3.33;1.57
20200101142006;;;3.34;1.59
20200101142007;;;3.37;1.59
20200101142008;;;3.36;1.53
20200101142009;;;3.35;1.54
20200101142010;334.2;6.67;3.32;1.5
20200101142011;;;3.32;1.51
20200101142012;;;3.3;1.47
20200101142013;;;3.28;1.49
20200101142014;334.9;6.82;3.34;1.53
20200101142015;;;3.3;1.57
20200101142016;;;3.31;1.55
20200101142017;;;3.38;1.6
20200101142018;333.6;6.79;3.37;1.57
20200101142019;;;3.35;1.53
20200101142020;;;3.3;1.53
20200101142021;;;3.33;1.53
20200101142022;;;3.28;1.5
20200101142023;335.1;6.74;3.29;1.52
20200101142024;;;3.27;1.58
20200101142025;;;3.25;1.54
20200101142026;;;3.23;1.52
20200101142027;333.9;6.69;3.2;1.52
20200101142028;;;3.22;1.54
20200101142029;;;3.27;1.58
20200101142030;;;3.25;1.58
20200101142031;335.2;6.9;3.23;1.61
20200101142032;;;3.24;1.61
20200101142033;;;3.33;1.65
20200101142034;;;3.26;1.57
20200101142035;;;3.28;1.57
20200101142036;334.3;6.97;3.29;1.55
20200101142037;;;3.28;1.48
20200101142038;;;3.27;1.47
20200101142039;;;3.28;1.37
20200101142040;334.7;6.89;3.35;1.67
20200101142041;;;3.33;1.66
20200101142042;;;3.29;1.66
20200101142043;;;3.34;1.66
20200101142044;;;3.27;1.52
20200101142045;334.7;7.02;3.28;1.53
20200101142046;;;3.31;1.61
20200101142047;;;3.37;1.66
20200101142048;;;3.35;1.6
20200101142049;335.7;7.13;3.32;1.66
20200101142050;;;3.35;1.63
20200101142051;;;3.31;1.64
20200101142052;;;3.33;1.65
20200101142053;334.9;7.02;3.33;1.67
20200101142054;;;3.34;1.62
20200101142055;;;3.31;1.57
20200101142056;;;3.3;1.57
20200101142057;;;3.19;1.52
20200101142058;334.9;6.97;3.18;1.49
20200101142059;;;3.17;1.54
20200101142100;;;3.19;1.52
20200101142101;;;3.15;1.52
20200101142102;334.3;6.92;3.2;1.57
20200101142103;;;3.2;1.57
20200101142104;;;3.15;1.5
20200101142105;;;3.13;1.46
20200101142106;;;3.16;1.48
20200101142107;335.4;6.63;3.11;1.47
20200101142108;;;3.11;1.49
20200101142109;;;3.08;1.46
20200101142110;;;3.18;1.51
20200101142111;334.2;6.91;3.13;1.53
20200101142112;;;3.11;1.53
20200101142113;;;3.12;1.54
20200101142114;;;3.2;1.59
20200101142115;334.5;6.92;3.21;1.59
20200101142116;;;3.17;1.56
20200101142117;;;3.15;1.55
20200101142118;;;3.13;1.55
20200101142119;;;3.17;1.63
20200101142120;335.0;6.74;3.2;1.6
20200101142121;;;3.16;1.56
20200101142122;;;3.16;1.55
20200101142123;;;3.15;1.55
20200101142124;334.3;6.94;3.17;1.56
20200101142125;;;3.16;1.56
20200101142126;;;3.18;1.54
20200101142127;;;3.21;1.57
20200101142128;;;3.14;1.53
20200101142129;334.5;6.9;3.12;1.52
20200101142130;;;3.17;1.52
20200101142131;;;3.14;1.48
20200101142132;;;3.17;1.49
20200101142133;334.6;6.97;3.18;1.54
20200101142134;;;3.21;1.54
20200101142135;;;3.21;1.51
20200101142136;;;3.19;1.47
20200101142137;335.3;6.76;3.18;1.5
20200101142138;;;3.17;1.51
20200101142139;;;3.15;1.45
20200101142140;;;3.21;1.46
20200101142141;;;3.14;1.45
20200101142142;333.5;6.88;3.18;1.52
20200101142143;;;3.15;1.64
20200101142144;;;3.18;1.6
20200101142145;;;3.2;1.6
20200101142146;334.9;6.79;3.18;1.6
20200101142147;;;3.2;1.58
20200101142148;;;3.09;1.53
20200101142149;;;3.07;1.5
20200101142150;;;3.06;1.47
20200101142151;334.7;6.74;3.09;1.52
20200101142152;;;3.17;1.47
20200101142153;;;3.2;1.57
20200101142154;;;3.23;1.57
20200101142155;334.5;6.93;3.19;1.52
20200101142156;;;3.23;1.56
20200101142157;;;3.22;1.49
20200101142158;;;3.2;1.48
20200101142159;334.0;6.66;3.19;1.46
20200101142200;;;3.18;1.64
20200101142201;;;3.28;1.74
20200101142202;;;3.3;1.62
20200101142203;;;3.38;1.61
20200101142204;335.1;6.6;3.26;1.48
20200101142205;;;3.32;1.62
20200101142206;;;3.34;1.55
20200101142207;;;3.3;1.45
20200101142208;334.8;6.59;3.32;1.43
20200101142209;;;3.33;1.46
20200101142210;;;3.32;1.51
20200101142211;;;3.35;1.58
20200101142212;;;3.27;1.5
20200101142213;335.6;6.6;3.23;1.46
20200101142214;;;3.19;1.44
20200101142215;;;3.18;1.41
20200101142216;;;3.19;1.46
20200101142217;333.1;6.86;3.2;1.47
20200101142218;;;3.24;1.54
20200101142219;;;3.27;1.58
20200101142220;;;3.38;1.62
20200101142221;334.8;6.85;3.41;1.66
20200101142222;;;3.42;1.72
20200101142223;;;3.46;1.72
20200101142224;;;3.49;1.67
20200101142225;;;3.55;1.7
20200101142226;333.0;6.68;3.52;1.7
20200101142227;;;3.64;1.75
20200101142228;;;3.61;1.75
20200101142229;;;3.56;1.72
20200101142230;333.9;6.54;3.55;1.71
20200101142231;;;3.54;1.73
20200101142232;;;3.56;1.72
20200101142233;;;3.57;1.7
20200101142234;333.6;6.68;3.54;1.74
20200101142235;;;3.62;1.78
20200101142236;;;3.6;1.78
20200101142237;;;3.54;1.65
20200101142238;;;3.53;1.72
20200101142239;334.2;6.8;3.5;1.99
20200101142240;;;3.55;1.95
20200101142241;;;3.56;1.93
20200101142242;;;3.62;1.95
20200101142243;335.9;6.58;3.55;1.76
20200101142244;;;3.57;1.76
20200101142245;;;3.58;1.82
20200101142246;;;3.7;1.9
20200101142247;;;3.66;1.87
20200101142248;333.1;6.64;3.63;1.84
20200101142249;;;3.55;1.82
20200101142250;;;3.51;1.75
20200101142251;;;3.44;1.7
20200101142252;332.8;6.57;3.46;1.76
20200101142253;;;3.5;1.76
20200101142254;;;3.61;1.84
20200101142255;;;3.61;1.85
20200101142256;333.0;6.56;3.54;1.79
20200101142257;;;3.45;1.77
20200101142258;;;3.4;1.73
20200101142259;;;3.41;1.72
20200101142300;;;3.4;1.74
20200101142301;333.5;6.61;3.51;1.78
20200101142302;;;3.52;1.78
20200101142303;;;3.47;1.74
20200101142304;;;3.48;1.72
20200101142305;334.0;6.53;3.58;1.81
20200101142306;;;3.65;1.84
20200101142307;;;3.59;1.82
20200101142308;;;3.54;1.83
20200101142309;;;3.55;1.87
20200101142310;335.6;6.52;3.53;1.8
20200101142311;;;3.53;1.78
20200101142312;;;3.6;1.8
20200101142313;;;3.54;1.77
20200101142314;332.9;6.51;3.57;1.79
20200101142315;;;3.56;1.78
20200101142316;;;3.6;1.81
20200101142317;;;3.57;1.8
20200101142318;333.1;6.68;3.57;1.78
20200101142319;;;3.57;1.78
20200101142320;;;3.54;1.77
20200101142321;;;3.55;1.77
20200101142322;;;3.6;1.8
20200101142323;333.3;6.58;3.61;1.8
20200101142324;;;3.59;1.82
20200101142325;;;3.63;1.84
20200101142326;;;3.66;1.83
20200101142327;334.5;6.37;3.65;1.81
20200101142328;;;3.63;1.82
20200101142329;;;3.64;1.79
20200101142330;;;3.62;1.77
20200101142331;;;3.64;1.75
20200101142332;334.0;6.47;3.65;1.76
20200101142333;;;3.66;1.74
20200101142334;;;3.69;1.76
20200101142335;;;3.68;1.8
20200101142336;335.1;6.22;3.64;1.76
20200101142337;;;3.61;1.74
20200101142338;;;3.62;1.74
20200101142339;;;3.63;1.71
20200101142340;333.5;6.46;3.59;1.75
20200101142341;;;3.66;1.81
20200101142342;;;3.68;1.8
20200101142343;;;3.65;1.76
20200101142344;;;3.61;1.73
20200101142345;333.1;6.38;3.63;1.72
20200101142346;;;3.61;1.7
20200101142347;;;3.68;1.76
20200101142348;;;3.66;1.73
20200101142349;334.3;6.58;3.67;1.77
20200101142350;;;3.67;1.77
20200101142351;;;3.64;1.71
20200101142352;;;3.69;1.75
20200101142353;;;3.67;1.72
20200101142354;334.9;6.37;3.64;1.69
20200101142355;;;3.59;1.69
20200101142356;;;3.59;1.74
20200101142357;;;3.57;1.69
20200101142358;334.3;6.53;3.59;1.69
20200101142359;;;3.58;1.69
20200101142400;;;3.62;1.7
20200101142401;;;3.68;1.73
20200101142402;333.8;6.37;3.68;1.78
20200101142403;;;3.68;1.76
20200101142404;;;3.68;1.74
20200101142405;;;3.67;1.79
20200101142406;;;3.56;1.66
20200101142407;332.9;6.65;3.6;1.66
20200101142408;;;3.63;1.68
20200101142409;;;3.63;1.67
20200101142410;;;3.59;1.68
20200101142411;333.8;6.33;3.69;1.73
20200101142412;;;3.68;1.7
20200101142413;;;3.63;1.69
20200101142414;;;3.61;1.66
20200101142415;;;3.61;1.71
20200101142416;333.8;6.48;3.6;1.71
20200101142417;;;3.58;1.67
20200101142418;;;3.67;1.72
20200101142419;;;3.59;1.7
20200101142420;333.8;6.31;3.64;1.73
20200101142421;;;3.68;1.68
20200101142422;;;3.69;1.68
20200101142423;;;3.71;1.65
20200101142424;335.6;6.01;3.73;1.65
20200101142425;;;3.72;1.59
20200101142426;;;3.72;1.66
20200101142427;;;3.68;1.62
20200101142428;;;3.7;1.68
20200101142429;334.5;6.18;3.69;1.71
20200101142430;;;3.7;1.73
20200101142431;;;3.73;1.79
20200101142432;;;3.67;1.72
20200101142433;334.9;6.05;3.69;1.75
20200101142434;;;3.69;1.77
20200101142435;;;3.68;1.8
20200101142436;;;3.71;1.77
20200101142437;333.0;6.72;3.63;1.65
20200101142438;;;3.59;1.66
20200101142439;;;3.59;1.67
20200101142440;;;3.64;1.71
20200101142441;;;3.62;1.65
20200101142442;334.2;6.73;3.58;1.61
20200101142443;;;3.58;1.64
20200101142444;;;3.59;1.71
20200101142445;;;3.64;1.73
20200101142446;333.7;6.72;3.74;1.78
20200101142447;;;3.75;1.8
20200101142448;;;3.73;1.8
20200101142449;;;3.73;1.76
20200101142450;;;3.73;1.77
20200101142451;333.9;6.49;3.72;1.76
20200101142452;;;3.74;1.77
20200101142453;;;3.74;1.73
20200101142454;;;3.7;1.73
20200101142455;333.0;6.28;3.71;1.78
20200101142456;;;3.7;1.8
20200101142457;;;3.7;1.81
20200101142458;;;3.69;1.78
20200101142459;334.4;6.31;3.72;1.75
20200101142500;;;3.75;1.77
20200101142501;;;3.68;1.75
20200101142502;;;3.81;1.77
20200101142503;;;3.93;1.88
20200101142504;334.3;6.11;3.78;1.76
20200101142505;;;3.69;1.68
20200101142506;;;3.69;1.73
20200101142507;;;3.71;1.74
20200101142508;333.2;6.29;3.73;1.73
20200101142509;;;3.73;1.72
20200101142510;;;3.86;1.81
20200101142511;;;3.87;1.84
20200101142512;;;3.87;1.72
20200101142513;335.6;5.99;3.98;1.87
20200101142514;;;3.97;1.87
20200101142515;;;3.97;1.87
20200101142516;;;3.97;1.83
20200101142517;336.1;6.05;3.89;1.77
20200101142518;;;3.94;1.77
20200101142519;;;3.93;1.77
20200101142520;;;3.89;1.79
20200101142521;335.8;6.14;3.88;1.82
20200101142522;;;3.82;1.81
20200101142523;;;3.84;1.8
20200101142524;;;3.8;1.75
20200101142525;;;3.82;1.76
20200101142526;335.7;6.12;3.87;1.76
20200101142527;;;3.8;1.72
20200101142528;;;3.78;1.69
20200101142529;;;3.69;1.61
20200101142530;334.1;6.15;3.66;1.6
20200101142531;;;3.63;1.65
20200101142532;;;3.7;1.68
20200101142533;;;3.73;1.66
20200101142534;;;3.72;1.69
20200101142535;335.0;6.29;3.7;1.65
20200101142536;;;3.73;1.67
20200101142537;;;3.64;1.65
20200101142538;;;3.65;1.62
20200101142539;333.9;6.24;3.58;1.66
20200101142540;;;3.5;1.63
20200101142541;;;3.44;1.6
20200101142542;;;3.41;1.62
20200101142543;333.9;6.51;3.37;1.58
20200101142544;;;3.35;1.54
20200101142545;;;3.4;1.6
20200101142546;;;3.4;1.62
20200101142547;;;3.41;1.63
20200101142548;332.9;6.58;3.34;1.54
20200101142549;;;3.34;1.61
20200101142550;;;3.35;1.65
20200101142551;;;3.33;1.62
20200101142552;333.0;6.43;3.4;1.74
20200101142553;;;3.46;1.75
20200101142554;;;3.52;1.67
20200101142555;;;3.52;1.65
20200101142556;;;3.54;1.66
20200101142557;332.4;6.27;3.73;1.76
20200101142558;;;3.79;1.79
20200101142559;;;3.74;1.84
20200101142600;;;3.81;1.88
20200101142601;334.3;6.12;3.95;1.96
20200101142602;;;3.96;1.98
20200101142603;;;3.72;1.85
20200101142604;;;3.5;1.65
20200101142605;332.4;6.57;3.55;1.64
20200101142606;;;3.46;1.64
20200101142607;;;3.45;1.61
20200101142608;;;3.49;1.67
20200101142609;;;3.51;1.64
20200101142610;333.3;6.41;3.48;1.62
20200101142611;;;3.56;1.59
20200101142612;;;3.92;1.9
20200101142613;;;3.94;1.93
20200101142614;334.3;6.0;4.06;1.96
20200101142615;;;3.6;1.73
20200101142616;;;3.54;1.66
20200101142617;;;3.49;1.6
20200101142618;;;3.56;1.65
20200101142619;333.6;6.38;3.66;1.69
20200101142620;;;3.76;1.78
20200101142621;;;3.79;1.82
20200101142622;;;3.77;1.83
20200101142623;333.5;6.36;3.8;1.83
20200101142624;;;3.65;1.74
20200101142625;;;3.59;1.62
20200101142626;;;3.57;1.64
20200101142627;332.9;6.61;3.54;1.59
20200101142628;;;3.52;1.61
20200101142629;;;3.48;1.59
20200101142630;;;3.54;1.65
20200101142631;;;3.58;1.71
20200101142632;332.3;6.6;3.45;1.6
20200101142633;;;3.51;1.68
20200101142634;;;3.42;1.65
20200101142635;;;3.44;1.74
20200101142636;333.2;6.38;3.29;1.64
20200101142637;;;3.27;1.61
20200101142638;;;3.29;1.58
20200101142639;;;3.24;1.51
20200101142640;332.7;6.35;3.3;1.53
20200101142641;;;3.34;1.53
20200101142642;;;3.39;1.53
20200101142643;;;3.44;1.61
20200101142644;;;3.42;1.59
20200101142645;333.4;6.31;3.41;1.62
20200101142646;;;3.47;1.62
20200101142647;;;3.51;1.72
20200101142648;;;3.52;1.79
20200101142649;332.9;6.6;3.45;1.66
20200101142650;;;3.4;1.59
20200101142651;;;3.4;1.57
20200101142652;;;3.38;1.57
20200101142653;;;3.39;1.55
20200101142654;331.4;6.64;3.38;1.52
20200101142655;;;3.44;1.55
20200101142656;;;3.46;1.6
20200101142657;;;3.48;1.61
20200101142658;332.3;6.51;3.41;1.57
20200101142659;;;3.46;1.56
20200101142700;;;3.5;1.57
20200101142701;;;3.45;1.55
20200101142702;331.5;6.9;3.48;1.55
20200101142703;;;3.5;1.73
20200101142704;;;3.6;1.86
20200101142705;;;3.57;1.83
20200101142706;;;3.52;1.77
20200101142707;334.6;6.24;3.48;1.68
20200101142708;;;3.67;1.82
20200101142709;;;3.72;1.9
20200101142710;;;3.71;1.91
20200101142711;333.4;6.23;3.65;1.85
20200101142712;;;3.72;1.91
20200101142713;;;3.77;1.96
20200101142714;;;3.73;1.96
20200101142715;;;3.68;1.96
20200101142716;334.3;6.61;3.52;1.85
20200101142717;;;3.48;1.81
20200101142718;;;3.49;1.69
20200101142719;;;3.57;1.76
20200101142720;333.5;6.39;3.59;1.79
20200101142721;;;3.49;1.72
20200101142722;;;3.53;1.71
20200101142723;;;3.73;1.86
20200101142724;335.2;5.98;3.75;1.94
20200101142725;;;3.8;1.9
20200101142726;;;3.76;1.83
20200101142727;;;3.75;1.82
20200101142728;;;3.77;1.87
20200101142729;333.1;6.09;3.8;1.87
20200101142730;;;3.76;1.86
20200101142731;;;3.66;1.77
20200101142732;;;3.79;1.81
20200101142733;333.1;6.33;3.79;1.8
20200101142734;;;3.74;1.77
20200101142735;;;3.68;1.71
20200101142736;;;3.62;1.73
20200101142737;;;3.65;1.73
20200101142738;334.0;6.11;3.67;1.71
20200101142739;;;3.61;1.72
20200101142740;;;3.64;1.7
20200101142741;;;3.61;1.65
20200101142742;335.1;5.93;3.65;1.69
20200101142743;;;3.59;1.66
20200101142744;;;3.58;1.66
20200101142745;;;3.61;1.7
20200101142746;334.9;6.03;3.62;1.78
20200101142747;;;3.58;1.79
20200101142748;;;3.56;1.83
20200101142749;;;3.47;1.71
20200101142750;;;3.5;1.79
20200101142751;334.6;6.5;3.49;1.78
20200101142752;;;3.47;1.79
20200101142753;;;3.48;1.77
20200101142754;;;3.54;1.78
20200101142755;333.6;6.23;3.6;1.89
20200101142756;;;3.54;1.95
20200101142757;;;3.61;1.95
20200101142758;;;3.64;1.81
20200101142759;;;3.54;1.54
20200101142800;332.7;6.62;3.51;1.52
20200101142801;;;3.54;1.65
20200101142802;;;3.56;1.6
20200101142803;;;3.58;1.61
20200101142804;334.3;6.47;3.6;1.68
20200101142805;;;3.6;1.65
20200101142806;;;3.54;1.68
20200101142807;;;3.5;1.79
20200101142808;334.2;6.27;3.54;1.81
20200101142809;;;3.56;1.79
20200101142810;;;3.63;1.74
20200101142811;;;3.58;1.7
20200101142812;;;3.61;1.84
20200101142813;334.5;6.21;3.54;1.77
20200101142814;;;3.47;1.73
20200101142815;;;3.48;1.71
20200101142816;;;3.51;1.67
20200101142817;334.4;6.3;3.51;1.62
20200101142818;;;3.47;1.57
20200101142819;;;3.46;1.58
20200101142820;;;3.48;1.56
20200101142821;;;3.45;1.46
20200101142822;333.9;6.48;3.39;1.48
20200101142823;;;3.38;1.44
20200101142824;;;3.41;1.47
20200101142825;;;3.42;1.44
20200101142826;332.8;6.76;3.44;1.47
20200101142827;;;3.45;1.55
20200101142828;;;3.45;1.57
20200101142829;;;3.42;1.55
20200101142830;332.3;7.27;3.4;1.54
20200101142831;;;3.45;1.45
20200101142832;;;3.41;1.4
20200101142833;;;3.42;1.27
20200101142834;;;3.35;1.28
20200101142835;333.2;6.41;3.38;1.33
20200101142836;;;3.41;1.35
20200101142837;;;3.4;1.36
20200101142838;;;3.37;1.35
20200101142839;331.8;6.88;3.4;1.35
20200101142840;;;3.39;1.37
20200101142841;;;3.39;1.41
20200101142842;;;3.37;1.4
20200101142843;332.8;6.71;3.42;1.44
20200101142844;;;3.41;1.51
20200101142845;;;3.5;1.57
20200101142846;;;3.55;1.54
20200101142847;;;3.54;1.53
20200101142848;332.9;6.49;3.54;1.48
20200101142849;;;3.51;1.36
20200101142850;;;3.54;1.32
20200101142851;;;3.52;1.32
20200101142852;332.7;6.6;3.51;1.25
20200101142853;;;3.51;1.27
20200101142854;;;3.49;1.45
20200101142855;;;3.51;1.69
20200101142856;;;3.48;1.61
20200101142857;332.8;6.7;3.45;1.66
20200101142858;;;3.52;1.69
20200101142859;;;3.47;1.71
20200101142900;;;3.48;1.77
20200101142901;334.7;6.29;3.57;1.69
20200101142902;;;3.6;1.73
20200101142903;;;3.63;1.76
20200101142904;;;3.63;1.75
20200101142905;333.1;6.16;3.62;1.76
20200101142906;;;3.71;1.87
20200101142907;;;3.89;1.88
20200101142908;;;3.91;1.94
20200101142909;;;3.76;1.8
20200101142910;333.4;6.0;3.78;1.82
20200101142911;;;3.82;1.79
20200101142912;;;3.83;1.8
20200101142913;;;3.84;1.84
20200101142914;334.0;6.19;3.72;1.72
20200101142915;;;3.73;1.68
20200101142916;;;3.74;1.75
20200101142917;;;3.75;1.77
20200101142918;;;3.76;1.72
20200101142919;335.4;5.87;3.77;1.75
20200101142920;;;3.77;1.75
20200101142921;;;3.73;1.72
20200101142922;;;3.72;1.71
20200101142923;333.8;6.2;3.74;1.7
20200101142924;;;3.67;1.65
20200101142925;;;3.68;1.64
20200101142926;;;3.79;1.72
20200101142927;333.5;6.24;3.87;1.77
20200101142928;;;3.89;1.77
20200101142929;;;3.75;1.73
20200101142930;;;3.79;1.74
20200101142931;;;3.77;1.71
20200101142932;334.5;6.1;3.62;1.61
20200101142933;;;3.7;1.59
20200101142934;;;3.68;1.58
20200101142935;;;3.7;1.59
20200101142936;335.1;6.07;3.69;1.69
20200101142937;;;3.66;1.6
20200101142938;;;3.67;1.53
20200101142939;;;3.67;1.57
20200101142940;;;3.73;1.56
20200101142941;332.7;6.02;3.79;1.56
20200101142942;;;3.76;1.55
20200101142943;;;3.68;1.48
20200101142944;;;3.53;1.33
20200101142945;333.1;6.42;3.56;1.41
20200101142946;;;3.62;1.44
20200101142947;;;3.6;1.42
20200101142948;;;3.65;1.55
20200101142949;333.9;6.46;3.66;1.51
20200101142950;;;3.65;1.48
20200101142951;;;3.58;1.41
20200101142952;;;3.59;1.4
20200101142953;;;3.6;1.43
20200101142954;333.2;6.35;3.58;1.38
20200101142955;;;3.54;1.33
20200101142956;;;3.5;1.33
20200101142957;;;3.48;1.29
20200101142958;334.8;6.39;3.49;1.31
20200101142959;;;3.59;1.39
20200101143000;;;3.6;1.36
20200101143001;;;3.54;1.3
20200101143002;;;3.55;1.33
20200101143003;334.9;6.33;3.65;1.32
20200101143004;;;3.56;0.95
20200101143005;;;3.45;0.98
20200101143006;;;3.41;1.23
20200101143007;334.3;6.4;3.21;1.31
20200101143008;;;3.32;1.37
20200101143009;;;3.45;1.38
20200101143010;;;3.55;1.36
20200101143011;334.8;6.65;3.48;1.37
20200101143012;;;3.5;1.53
20200101143013;;;3.53;1.52
20200101143014;;;3.62;1.5
20200101143015;;;3.54;1.51
20200101143016;336.9;6.52;3.0;1.2
20200101143017;;;2.78;1.09
20200101143018;;;2.75;1.14
20200101143019;;;2.77;1.12
20200101143020;337.5;6.42;2.75;1.1
20200101143021;;;2.73;1.07
20200101143022;;;2.96;1.25
20200101143023;;;3.35;1.46
20200101143024;;;3.42;1.46
20200101143025;336.6;6.47;3.38;1.46
20200101143026;;;3.32;1.47
20200101143027;;;3.4;1.4
20200101143028;;;3.49;1.44
20200101143029;334.4;6.92;3.45;1.36
20200101143030;;;3.46;1.45
20200101143031;;;3.49;1.43
20200101143032;;;3.52;1.55
20200101143033;335.2;6.36;3.58;1.51
20200101143034;;;3.58;1.51
20200101143035;;;3.62;1.52
20200101143036;;;3.57;1.6
20200101143037;;;3.61;1.65
20200101143038;335.3;6.38;3.55;1.61
20200101143039;;;3.62;1.6
20200101143040;;;3.59;1.57
20200101143041;;;3.64;1.49
20200101143042;335.4;5.97;3.57;1.43
20200101143043;;;3.53;1.48
20200101143044;;;3.52;1.55
20200101143045;;;3.53;1.57
20200101143046;332.1;6.66;3.55;1.6
20200101143047;;;3.54;1.57
20200101143048;;;3.45;1.45
20200101143049;;;3.4;1.33
20200101143050;;;3.42;1.32
20200101143051;334.5;6.49;3.44;1.27
20200101143052;;;3.34;1.39
20200101143053;;;3.4;1.48
20200101143054;;;3.42;1.53
20200101143055;333.2;6.65;3.45;1.56
20200101143056;;;3.42;1.51
20200101143057;;;3.48;1.54
20200101143058;;;3.5;1.57
20200101143059;;;3.49;1.64
20200101143100;333.6;6.41;3.47;1.66
20200101143101;;;3.46;1.66
20200101143102;;;3.49;1.64
20200101143103;;;3.61;1.58
20200101143104;333.0;6.26;3.57;1.53
20200101143105;;;3.61;1.61
20200101143106;;;3.63;1.69
20200101143107;;;3.68;1.7
20200101143108;332.7;6.31;3.62;1.64
20200101143109;;;3.65;1.75
20200101143110;;;3.59;1.69
20200101143111;;;3.58;1.59
20200101143112;;;3.65;1.58
20200101143113;333.8;6.4;3.61;1.48
20200101143114;;;3.57;1.5
20200101143115;;;3.55;1.53
20200101143116;;;3.58;1.55
20200101143117;334.5;6.47;3.54;1.44
20200101143118;;;3.46;1.65
20200101143119;;;3.55;1.58
20200101143120;;;3.54;1.36
20200101143121;;;3.46;1.39
20200101143122;333.8;6.42;3.48;1.41
20200101143123;;;3.33;1.36
20200101143124;;;3.48;1.49
20200101143125;;;3.51;1.61
20200101143126;331.6;6.64;3.49;1.77
20200101143127;;;3.55;1.63
20200101143128;;;3.5;1.59
20200101143129;;;3.55;1.76
20200101143130;334.3;6.78;3.58;1.84
20200101143131;;;3.56;1.9
20200101143132;;;3.66;1.88
20200101143133;;;3.62;1.79
20200101143134;;;3.62;1.71
20200101143135;333.7;6.31;3.63;1.52
20200101143136;;;3.54;1.03
20200101143137;;;3.48;1.21
20200101143138;;;3.53;1.43
20200101143139;333.9;5.99;3.59;1.43
20200101143140;;;3.6;1.25
20200101143141;;;3.49;1.37
20200101143142;;;3.52;1.27
20200101143143;;;3.49;1.39
20200101143144;332.5;6.38;3.53;1.5
20200101143145;;;3.54;1.5
20200101143146;;;3.55;1.62
20200101143147;;;3.59;1.6
20200101143148;333.6;6.19;3.58;1.47
20200101143149;;;3.45;1.45
20200101143150;;;3.43;1.46
20200101143151;;;3.51;1.44
20200101143152;330.7;6.06;3.52;1.41
20200101143153;;;3.46;1.32
20200101143154;;;3.41;1.35
20200101143155;;;3.4;1.36
20200101143156;;;3.51;1.4
20200101143157;330.8;5.88;3.47;1.25
20200101143158;;;3.49;1.31
20200101143159;;;3.44;1.36
20200101143200;;;3.38;1.36
20200101143201;325.6;6.47;3.34;1.45
20200101143202;;;3.39;1.49
20200101143203;;;3.49;1.49
20200101143204;;;3.46;1.35
